attr_name,type,occurrences
одржаннатпревар_датумпочеток,date,1
одржаннатпревар_име,text,1
одржано_издание_име_издание,text,1
одржано_издание_шифра_издание,integer,1
одржанфестивал_име,text,2
одржување,text,3
одржување_1,text,2
одржување_име,text,2
одржување_маратон_ид,integer,2
одржување_маратон_шифра,integer,2
одржување_на_маратон_име,text,7
одржување_на_маратон_почетен_датум,date,2
опис,text,25
опфатени_области_опис,text,1
опчеток,date,1
организарот,text,2
организатор,text,37
освоени_поени,numeric,6
освоенипоени,numeric,1
основање,text,1
оставен_депозит,numeric,2
оставениот_депозит,numeric,1
оцена,numeric,4
оцена_1,numeric,2
оцена_2,numeric,1
патрола_извештаи,text,1
патролирање_временски_период,text,1
патролирање_код,integer,1
патролирање_шифра,integer,2
патролни_возила_код,integer,1
пдатум,date,1
период,text,13
период_до,text,2
период_на_изнајмување,text,2
период_од,text,2
победник_скијач,text,1
победник_шифра,integer,1
подготвеност,text,7
поддржани_технологии,text,1
подржани_технологии,text,1
поединечни_спуштања_реден_број,integer,1
поединечно_спуштање_реден_број,integer,1
поени,numeric,31
поени_1,numeric,3
поени_во_ген_ранг_листа,numeric,2
поени_во_ген_ранг_листа_1,numeric,1
поени_во_генерална_nbsp_ранг_листа,numeric,1
поени_во_генерална_листа,numeric,1
поени_во_ранг_листа,numeric,1
поени_освоени,numeric,3
поени_освоени_1,numeric,1
поени_ранг_листа,numeric,2
поенигенералнаранглиста,numeric,1
поениранглиста,numeric,1
позиција,integer,7
позиција_ранг_листа,integer,1
покривател_шифра,integer,1
покровител_шифра,integer,22
покровители_шифра,integer,2
покровителство,text,1
порта,integer,1
потекло,text,8
потребни_реквизити,text,2
потребни_рестрикции,text,1
потребниреквизити,text,2
потребно_време,text,2
потребновреме,text,1
почетен,date,2
почетен_nbsp_датум,date,1
почетен_датаум,date,1
почетен_датум,date,61
почетен_датум_1,date,1
почетендатум,date,7
почеток,date,14
почеток_1,date,2
почеток_2,date,2
почеток_конференција,date,1
през,text,1
презие,text,1
презиме,text,176
презиме_1,text,4
презиме_2,text,3
презиме_3,text,1
презиме_солист,text,1
презимето,text,1
преиме,text,1
прифатен,text,2
професионални_инструктори_skierid,integer,1
процедура,text,1
работел_до,date,1
работел_од,date,1
работи_од,text,1
рагање,text,1
разлика,numeric,3
различниизвештаи,text,1
ранг,integer,1
ранг_листа,integer,1
ранг_листа_место,integer,1
ранг_место,integer,1
ранг_позиција,integer,9
ранг_позиција_1,integer,1
раѓ,date,1
регуларен,text,1
регуларен_nbsp,text,2
регуларен_покровител,text,1
реден_број,integer,8
реден_број_nbsp,integer,1
резултат,numeric,7
резултат_пров,numeric,1
резултатот_nbsp,numeric,2
реквизит,text,3
реквизити,text,21
реквизити_1,text,3
реквизити_2,text,1
реквизити_3,text,1
репрезентација_име,text,1
рецезент_шифра,integer,1
рецензент_име,text,6
рецензент_матичен_број,text,1
рецензент_шифра,integer,2
рецензентити,text,1
ризик,text,1
роденден,date,1
рут_шифра,integer,2
рута_име,text,5
рута_шифра,integer,63
рути_шифра,integer,5
рути_шифрар,integer,1
сhekpointѕ,integer,1
се_организира,text,1
се_состои_од,text,1
ски,integer,1
ски_карта_шифра,integer,2
ски_лифт_id,integer,4
ски_лифт_id_sky_lift,integer,3
ски_лифт_id_sky_lift_1,integer,1
ски_лифт_ид,integer,4
ски_лифт_ид_1,integer,1
ски_лифт_код,integer,3
ски_опрема_шифра,integer,4
ски_патека_име,text,3
скичај_id,integer,1
скијач,text,3
скијач_id,integer,12
скијач_id_скијач,integer,2
скијач_sid,integer,1
скијач_дат_раг,date,1
скијач_датум_на_раѓање,date,1
скијач_датум_на_раѓање_1,date,1
скијач_датум_раѓање,date,5
скијач_ембг,text,2
скијач_ид,integer,8
скијач_ид_1,integer,1
скијач_име,text,23
скијач_име_презиме,text,1
скијач_име_скијач,text,1
скијач_код,integer,2
скијач_мбр,text,3
скијач_презиме,text,3
скијач_скичај_id,integer,2
скијач_скијач_ид,integer,2
скијач_скијачid,integer,1
скијачid,integer,1
скијачи_датум_на_раѓање,date,2
скијачи_датум_на_раѓање_1,date,1
скијачи_датум_на_раѓање_2,date,1
скијачи_датум_на_раѓање_3,date,1
скијачи_ид,integer,2
скијачи_име,text,2
скијачи_име_и_презиме,text,2
скијачи_име_и_презиме_1,text,1
скијачи_име_и_презиме_2,text,1
скијачи_име_и_презиме_3,text,1
скијачи_скијач_id,integer,2
скијачи_целосно_име,text,1
скијачка_компанија_име,text,3
скијачка_опрема_шифра,integer,42
скијачка_патека_име,text,8
скијачка_патрола_id,integer,5
скијачка_патрола_id_1,integer,2
скијачка_патрола_nbsp_ид,integer,2
скијачка_патрола_ембг,text,3
скијачка_патрола_ид,integer,6
скијачка_патрола_ид_1,integer,1
скијачка_патрола_ид_број,integer,1
скијачка_патрола_идентификациски_број,integer,2
скијачка_патрола_идентификациски_број_1,integer,1
скијачкапатрола_ембг,text,2
скијачкапатрола_ембг_1,text,1
скијачкапатрола_идброј,integer,2
скијачкаптрола_id,integer,2
смена_smenaid,integer,2
смена_временски_период,text,2
смена_временски_период_1,text,1
смена_датум,date,1
смена_ембг,text,1
смена_ид,integer,3
смена_извештај,text,1
смена_период,text,1
смени_на_распределба_датум,date,1
смени_распределба,text,1
смени_шифра,integer,1
смени_шифра_1,integer,1
сместување,text,1
смештај,text,1
солист_име,text,2
солисти_група,text,1
составена,text,3
составена_1,text,1
составени,text,1
составени_1,text,1
специјализација,text,1
спознор_шифра,integer,1
спонзор,text,5
спонзор_id_спонзор,integer,1
спонзор_ид,integer,2
спонзор_ид_1,integer,1
спонзор_име,text,6
спонзор_спонзор,text,1
спонзор_спонзор_ид,integer,1
спонзор_спонзорid,integer,1
спонзор_шифра,integer,29
спонзор_шифра_1,integer,1
спонзор_шифрас,integer,1
спонзорid,integer,1
спонзори,text,21
спонзори_1,text,1
спонзори_2,text,1
спонзори_3,text,1
спонзори_тел_број,text,1
спонзори_шифра,integer,2
спуштања_nbsp_reden_broj,integer,1
спуштања_реден_број_nbsp,integer,1
спуштање_ид,integer,1
спуштање_ид_1,integer,1
спуштање_ид_2,integer,1
сребрен,integer,3
сребрен_nbsp,integer,1
сребро,integer,1
старт,text,1
стартен_број,integer,2
стартен_број_во_трка,integer,4
стартен_број_трка,integer,1
стартниот_број_nbsp,integer,1
статус,text,28
статус_nbsp,text,3
статус_труд,text,1
степен_на_подготвеност,text,1
судии,text,2
судии_1,text,2
судии_име,text,1
судија_id,integer,6
судија_id_судија,integer,1
судија_дисциплинаквалификација,text,1
судија_ид,integer,4
судија_ид_1,integer,1
судија_име,text,11
судија_националност,text,1
судија_презиме,text,2
судија_судија_ид,integer,2
судија_судијаid,integer,1
судијаid,integer,1
сцена_шифра,integer,55
сцена_шифра_1,integer,1
сцени_шифра,integer,5
тегнологии,text,1
тежина,numeric,9
тежината_nbsp,numeric,3
тел,text,1
тел_бр,text,8
тел_број,text,13
телброј,text,1
телефон,text,3
телефонски_број,text,11
телефонскиброј,text,4
техичка_трка_id,integer,2
техичка_трка_id_1,integer,2
техичка_трка_датум_на_раѓање,date,2
техичка_трка_датум_на_раѓање_1,date,2
техичка_трка_датум_на_раѓање_2,date,2
техичка_трка_име,text,2
техичка_трка_име_1,text,2
техичка_трка_име_2,text,2
техичка_трка_име_3,text,2
техичка_трка_име_4,text,1
техичка_трка_име_и_презиме,text,2
техичка_трка_име_и_презиме_1,text,2
техичка_трка_име_и_презиме_2,text,2
техичка_трка_националност,text,2
техичка_трка_националност_1,text,2
техичка_трка_националност_2,text,2
техичка_трка_националност_3,text,2
техичка_трка_националност_4,text,1
техичка_трка_реден_број,integer,2
техичка_трка_реден_број_1,integer,2
технологии,text,28
технологии_кои_поддржува,text,1
технологија,text,8
тим_ид,integer,2
тим_име,text,4
тим_име_на_тим,text,1
тим_шифра,integer,1
тимови_име_на_тим,text,1
тип,text,120
тип_nbsp,text,3
тип_заш,text,1
тип_заштитна_купола,text,3
тип_заштитнакупола,text,1
тип_купола,text,1
тип_на_nbsp_покровителство,text,1
тип_на_заштитна_купола,text,1
тип_на_купола,text,2
тип_на_купола_nbsp,text,1
тип_на_покровителство,text,2
тип_на_спознор,text,1
тип_на_спонзорство,text,1
тип_спонзорство,text,2
транспарентновозило_код,integer,2
транспортни_возила_код,integer,1
транспортни_возила_код_nbsp,integer,1
транспортно_nbsp_возило_код,integer,2
транспортно_возило_код,integer,16
транспортно_возило_код_1,integer,2
транспортновозило_код,integer,4
транспортновозило_код_1,integer,1
тренер,text,1
тренери,text,3
третман,text,1
трка_ид,integer,3
трка_идентификациски_број,integer,4
труд_наслов,text,6
трудови,text,1
трчана_рута,text,1
улога,text,14
уметничко_име,text,1
универзитет_id,integer,2
универзитет_име,text,1
универзитет_код,integer,1
универзитет_универзитет_id,integer,1
универзитет_шифра,integer,2
универзитети,text,3
уникатното_име,text,1
учесник_id,integer,12
учесник_id_1,integer,2
учесник_id_учесник,integer,1
учесник_број,integer,3
учесник_број_1,integer,1
учесник_ид,integer,15
учесник_ид_1,integer,1
учесник_ид_број,integer,7
учесник_идентификациски_број,integer,25
учесник_идентификациски_број_1,integer,5
учесник_идентификувачки_број,integer,2
учесници,text,1
учесници_иб,text,3
учесници_иб_1,text,1
учесници_ид,integer,2
учесници_ид_број,integer,2
учеснички_поени,numeric,1
фестивал_име,text,32
фестивал_име_1,text,14
фестиивал_nbsp_име,text,1
фестиивал_nbsp_име_1,text,1
фис_трка_id,integer,5
фис_трка_id_1,integer,3
фис_трка_датум_на_раѓање,date,1
фис_трка_датум_на_раѓање_1,date,1
фис_трка_датум_на_раѓање_2,date,1
фис_трка_име,text,2
фис_трка_име_1,text,2
фис_трка_име_2,text,2
фис_трка_име_3,text,2
фис_трка_име_и_презиме,text,1
фис_трка_име_и_презиме_1,text,1
фис_трка_име_и_презиме_2,text,1
фис_трка_националност,text,2
фис_трка_националност_1,text,2
фис_трка_националност_2,text,2
фис_трка_националност_3,text,2
фис_трка_реден_број,integer,2
фис_трка_реден_број_1,integer,2
фис_трка_реден_број_2,integer,1
фонд,numeric,3
фонд_1,numeric,1
формат,text,6
формат_на_nbsp_цитирање,text,1
формат_на_цитирање,text,4
формат_на_цитирање_на_трудови,text,1
формат_на_цртање,text,1
формат_нацитирање,text,1
формат_цитирање,text,5
форматна_цитирање,text,1
форматот_цитирање,text,1
целосно_име,text,7
целосноиме,text,2
цена,numeric,10
чизми,integer,1
член_id,integer,5
член_еиб,text,1
член_ембг,text,6
член_ид,integer,4
член_ид_број,integer,2
член_идброј,integer,2
член_идентификациски_број,integer,4
член_на_тим_id,integer,2
член_на_тим_ид,integer,2
членови_nbsp_ид,integer,2
шифра,integer,215
шифра_1,integer,3
шифра_nbsp,integer,3
шифра_и,integer,1
шифра_издание,integer,1
шифра_спонзор,integer,1
шифра_тим,integer,3
шифрар,integer,1
шифрас,integer,1
шифрата,integer,2
шифрата_nbsp,integer,2
